target_id,pdb_id,chain_id,truth_len,ref_pairs,ref_pk_pairs,ref_pair_density,length_bucket,rfam_id,n_predictions,top1_precision,top1_recall,top1_f1,top1_mcc,top100_rank_f1,top100_pred_pairs,top100_precision,top100_recall,top100_f1,top100_mcc,delta_f1,delta_mcc
1L9A|1|B,1l9a,B,125,32,0,0.256,81-150,RF00017,100,0.5384615384615384,0.65625,0.5915492957746479,0.5926016734347297,10,39,0.6410256410256411,0.78125,0.7042253521126761,0.7063504311991946,0.11267605633802824,0.11374875776446491
1MFQ|1|A,1mfq,A,127,35,0,0.2755905511811024,81-150,RF00017,100,0.5384615384615384,0.6,0.5675675675675675,0.5664001902143153,20,39,0.6410256410256411,0.7142857142857143,0.6756756756756757,0.6751695815810765,0.10810810810810811,0.10876939136676123
1N78|1|C,1n78,C,75,22,5,0.29333333333333333,30-80,RF00005,100,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7250932866624838,7,22,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9541822144437473,0.2272727272727273,0.22908892778126344
1NBS|1|B,1nbs,B,150,40,0,0.26666666666666666,81-150,RF00011,100,0.3958333333333333,0.475,0.43181818181818177,0.4313912053162157,81,43,0.7441860465116279,0.8,0.7710843373493975,0.7707395567953262,0.33926615553121575,0.3393483514791105
1P6V|1|B,1p6v,B,45,7,0,0.15555555555555556,30-80,RF00023,100,0.5833333333333334,1.0,0.7368421052631579,0.761817711686508,16,11,0.6363636363636364,1.0,0.7777777777777778,0.7960993409948608,0.040935672514619936,0.03428162930835277
1QF6|1|B,1qf6,B,74,20,5,0.2702702702702703,30-80,RF00005,100,0.7916666666666666,0.95,0.8636363636363635,0.8661712971463077,13,20,0.95,0.95,0.9500000000000001,0.9496270048489369,0.08636363636363653,0.08345570770262922
1QTQ|1|B,1qtq,B,74,18,4,0.24324324324324326,30-80,RF00005,100,0.8947368421052632,0.9444444444444444,0.918918918918919,0.9187003909865419,35,18,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9440717273367292,0.02552552552552545,0.02537133635018729
1QU2|1|T,1qu2,T,75,21,5,0.28,30-80,RF00005,100,0.8636363636363636,0.9047619047619048,0.8837209302325582,0.8830560575597077,3,21,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9520178441747069,0.06866002214839417,0.06896178661499919
1S03|1|A,1s03,A,47,16,0,0.3404255319148936,30-80,RF03093,100,0.6666666666666666,0.75,0.7058823529411765,0.702455073134701,57,18,0.8888888888888888,1.0,0.9411764705882353,0.9419233588674704,0.23529411764705876,0.23946828573276935
1S03|1|B,1s03,B,47,16,0,0.3404255319148936,30-80,RF03093,100,0.6666666666666666,0.75,0.7058823529411765,0.702455073134701,57,18,0.8888888888888888,1.0,0.9411764705882353,0.9419233588674704,0.23529411764705876,0.23946828573276935
1U0B|1|A,1u0b,A,74,18,0,0.24324324324324326,30-80,RF00005,100,0.6086956521739131,0.7777777777777778,0.6829268292682927,0.6857341986615137,89,20,0.85,0.9444444444444444,0.8947368421052632,0.8952516367032787,0.21181001283697043,0.20951743804176493
1U63|1|D,1u63,D,49,16,0,0.32653061224489793,30-80,no_rfam_hit,100,0.8888888888888888,1.0,0.9411764705882353,0.9419959245342203,40,17,0.9411764705882353,1.0,0.9696969696969697,0.9697242451139737,0.028520499108734443,0.027728320579753385
1U9S|1|A,1u9s,A,155,49,0,0.3161290322580645,151-300,RF00010,100,0.8125,0.7959183673469388,0.8041237113402061,0.8033676122725304,84,50,0.82,0.8367346938775511,0.8282828282828283,0.8276103186058688,0.024159116942622183,0.02424270633333836
1WZ2|1|D,1wz2,D,88,25,4,0.2840909090909091,81-150,RF00005,100,0.72,0.72,0.72,0.7181593478832501,99,27,0.7037037037037037,0.76,0.7307692307692308,0.7294779902857919,0.010769230769230864,0.011318642402541768
1X8W|1|C,1x8w,C,237,63,3,0.26582278481012656,151-300,RF00028,100,0.5394736842105263,0.6507936507936508,0.5899280575539567,0.5915209184296253,1,76,0.5394736842105263,0.6507936507936508,0.5899280575539567,0.5915209184296253,0.0,0.0
1XJR|1|A,1xjr,A,46,15,0,0.32608695652173914,30-80,RF00164,100,0.7857142857142857,0.7333333333333333,0.7586206896551724,0.755657378858192,81,14,1.0,0.9333333333333333,0.9655172413793104,0.9656185566080521,0.206896551724138,0.20996117774986012
1Y0Q|1|A,1y0q,A,229,56,17,0.2445414847161572,151-300,RF00028,100,0.6779661016949152,0.7142857142857143,0.6956521739130435,0.6952184520897657,61,50,0.76,0.6785714285714286,0.7169811320754718,0.7175623578566548,0.021328958162428302,0.02234390576688905
1Y26|1|X,1y26,X,73,25,9,0.3424657534246575,30-80,RF00167,100,1.0,0.92,0.9583333333333334,0.9587980319268868,8,25,0.96,0.96,0.96,0.9596158278908952,0.0016666666666665941,0.0008177959640083277
1Y27|1|X,1y27,X,66,21,8,0.3181818181818182,30-80,RF00167,100,0.8181818181818182,0.8571428571428571,0.8372093023255814,0.8357926216684929,41,19,0.8947368421052632,0.8095238095238095,0.8500000000000001,0.8496746165799086,0.01279069767441865,0.01388199491141573
2A64|1|A,2a64,A,298,86,7,0.28859060402684567,151-300,RF00011,100,0.5054945054945055,0.5348837209302325,0.5197740112994349,0.5190204258163719,42,83,0.5542168674698795,0.5348837209302325,0.5443786982248521,0.543593293415853,0.024604686925417174,0.024572867599481185
2AKE|1|B,2ake,B,72,10,0,0.1388888888888889,30-80,RF00005,100,0.4166666666666667,1.0,0.5882352941176471,0.6437200408300346,84,17,0.5882352941176471,1.0,0.7407407407407407,0.7659099122111003,0.15250544662309362,0.12218987138106563
2AZX|1|D,2azx,D,72,17,5,0.2361111111111111,30-80,RF00005,100,0.6666666666666666,0.9411764705882353,0.7804878048780487,0.7905567326951278,82,19,0.8421052631578947,0.9411764705882353,0.8888888888888888,0.8894965659542332,0.10840108401084014,0.09893983325910538
2B63|1|R,2b63,R,31,9,0,0.2903225806451613,30-80,no_rfam_hit,28,0.0,0.0,0.0,-0.014646873128709506,3,2,0.0,0.0,0.0,-0.009233435838719292,0.0,0.005413437289990214
2BTE|1|E,2bte,E,78,21,4,0.2692307692307692,30-80,RF00005,100,0.4,0.47619047619047616,0.43478260869565216,0.4321154564741601,81,22,0.6818181818181818,0.7142857142857143,0.6976744186046512,0.6956863681960574,0.262891809908999,0.26357091172189734
2CSX|1|C,2csx,C,75,16,0,0.21333333333333335,30-80,RF00005,100,0.64,1.0,0.7804878048780487,0.798694113575735,6,21,0.7619047619047619,1.0,0.8648648648648648,0.8720802711784373,0.0843770599868161,0.07338615760270228
2CZJ|1|B,2czj,B,62,11,1,0.1774193548387097,30-80,RF00023,100,0.45454545454545453,0.9090909090909091,0.6060606060606061,0.6401865327651033,52,17,0.5882352941176471,0.9090909090909091,0.7142857142857143,0.7294422527918848,0.10822510822510822,0.0892557200267815
2D6F|1|F,2d6f,F,74,14,0,0.1891891891891892,30-80,RF00005,100,0.4782608695652174,0.7857142857142857,0.5945945945945946,0.6105451047231748,81,21,0.5238095238095238,0.7857142857142857,0.6285714285714286,0.6393276464792389,0.03397683397683393,0.028782541756064095
2DLC|1|Y,2dlc,Y,65,13,0,0.2,30-80,no_rfam_hit,100,0.8571428571428571,0.9230769230769231,0.888888888888889,0.888781810106062,5,13,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9225931301403,0.03418803418803418,0.033811320034237924
2DU3|1|D,2du3,D,71,17,4,0.23943661971830985,30-80,RF00005,100,0.6956521739130435,0.9411764705882353,0.7999999999999999,0.8076987353210989,47,21,0.7619047619047619,0.9411764705882353,0.8421052631578947,0.8456725836826916,0.04210526315789476,0.03797384836159268
2DVI|1|B,2dvi,B,34,12,0,0.35294117647058826,30-80,RF01850,100,1.0,1.0,1.0,1.0,1,12,1.0,1.0,1.0,1.0,0.0,0.0
2HVY|1|E,2hvy,E,57,14,0,0.24561403508771928,30-80,RF00065,100,0.8235294117647058,1.0,0.9032258064516129,0.9066243572412748,25,15,0.9333333333333333,1.0,0.9655172413793104,0.965786396068954,0.06229143492769751,0.05916203882767923
2HW8|1|B,2hw8,B,36,12,0,0.3333333333333333,30-80,no_rfam_hit,100,0.75,1.0,0.8571428571428571,0.8632181827718651,2,12,1.0,1.0,1.0,1.0,0.1428571428571429,0.13678181722813487
2IL9|1|A,2il9,A,135,7,3,0.05185185185185185,81-150,RF00458,100,0.1,0.5714285714285714,0.1702127659574468,0.23781399347366677,72,39,0.1282051282051282,0.7142857142857143,0.21739130434782608,0.3015543209012,0.04717853839037928,0.06374032742753322
2IY5|1|T,2iy5,T,76,17,0,0.2236842105263158,30-80,RF00005,100,0.6538461538461539,1.0,0.7906976744186047,0.8073221082050148,5,21,0.8095238095238095,1.0,0.8947368421052632,0.8991000043995946,0.10403916768665844,0.09177789619457977
2NR0|1|H,2nr0,H,62,11,0,0.1774193548387097,30-80,RF00005,100,0.25,0.45454545454545453,0.3225806451612903,0.33197833388028,98,20,0.35,0.6363636363636364,0.45161290322580644,0.46793307765236647,0.12903225806451613,0.1359547437720865
2NUE|1|C,2nue,C,46,21,0,0.45652173913043476,30-80,RF00464,96,1.0,1.0,1.0,1.0,1,21,1.0,1.0,1.0,1.0,0.0,0.0
2OIU|1|P,2oiu,P,71,21,0,0.29577464788732394,30-80,no_rfam_hit,100,0.76,0.9047619047619048,0.8260869565217391,0.8276682905679235,71,23,0.9130434782608695,1.0,0.9545454545454545,0.9551452096626469,0.12845849802371534,0.12747691909472347
2OIU|1|Q,2oiu,Q,71,21,0,0.29577464788732394,30-80,no_rfam_hit,100,0.76,0.9047619047619048,0.8260869565217391,0.8276682905679235,71,23,0.9130434782608695,1.0,0.9545454545454545,0.9551452096626469,0.12845849802371534,0.12747691909472347
2OZB|1|F,2ozb,F,33,7,0,0.21212121212121213,30-80,RF00015,100,0.7,1.0,0.8235294117647058,0.834247738880517,78,8,0.875,1.0,0.9333333333333333,0.9345162050109259,0.1098039215686275,0.10026846613040896
2QUS|1|A,2qus,A,68,22,7,0.3235294117647059,30-80,RF00008,100,1.0,0.9090909090909091,0.9523809523809523,0.9530402359184481,85,21,1.0,0.9545454545454546,0.9767441860465117,0.9767919573240864,0.02436323366555937,0.023751721405638304
2QWY|1|C,2qwy,C,52,11,5,0.21153846153846154,30-80,RF00521,100,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.8347785100260136,1,13,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.8347785100260136,0.0,0.0
2R8S|1|R,2r8s,R,159,43,0,0.27044025157232704,151-300,RF00028,100,0.6981132075471698,0.8604651162790697,0.7708333333333334,0.7742077346219816,25,48,0.7708333333333334,0.8604651162790697,0.8131868131868132,0.8137479112459012,0.042353479853479814,0.03954017662391962
2VPL|1|B,2vpl,B,48,15,0,0.3125,30-80,no_rfam_hit,100,0.8823529411764706,1.0,0.9375,0.9384920890983273,5,16,0.9375,1.0,0.967741935483871,0.9678107676300677,0.030241935483870996,0.029318678531740416
2XDB|1|G,2xdb,G,35,6,3,0.17142857142857143,30-80,RF01834,100,0.75,1.0,0.8571428571428571,0.864553821746278,1,8,0.75,1.0,0.8571428571428571,0.864553821746278,0.0,0.0
2XXA|1|F,2xxa,F,102,32,0,0.3137254901960784,81-150,RF00169,100,0.08333333333333333,0.09375,0.08823529411764706,0.0823426393245039,81,36,0.8888888888888888,1.0,0.9411764705882353,0.9424406128686664,0.8529411764705882,0.8600979735441625
2ZNI|1|C,2zni,C,72,16,0,0.2222222222222222,30-80,RF00005,100,0.7272727272727273,1.0,0.8421052631578948,0.8517950224088126,35,19,0.7894736842105263,0.9375,0.8571428571428572,0.8593715163392813,0.015037593984962405,0.007576493930468775
2ZUE|1|B,2zue,B,76,21,0,0.27631578947368424,30-80,RF00005,100,0.6666666666666666,0.7619047619047619,0.7111111111111111,0.710428214633969,47,24,0.8333333333333334,0.9523809523809523,0.888888888888889,0.8900202327026945,0.1777777777777778,0.1795920180687255
2ZY6|1|A,2zy6,A,38,9,0,0.23684210526315788,30-80,RF03059,100,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6687829998654102,9,9,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8874479666986872,0.2222222222222222,0.21866496683327696
2ZZM|1|B,2zzm,B,84,13,0,0.15476190476190477,81-150,RF00005,100,0.07142857142857142,0.15384615384615385,0.0975609756097561,0.09994347746828822,56,27,0.18518518518518517,0.38461538461538464,0.25,0.26301541799846395,0.1524390243902439,0.16307194053017574
2ZZN|1|D,2zzn,D,71,18,0,0.2535211267605634,30-80,RF00005,100,0.8181818181818182,1.0,0.9,0.9038004293678914,84,19,0.8947368421052632,0.9444444444444444,0.918918918918919,0.9186518480048234,0.018918918918918948,0.014851418636931957
3A2K|1|C,3a2k,C,77,14,0,0.18181818181818182,30-80,RF00005,100,0.5833333333333334,1.0,0.7368421052631579,0.7624500824349933,99,20,0.7,1.0,0.8235294117647058,0.8357976383716889,0.08668730650154799,0.07334755593669551
3ADD|1|C,3add,C,88,33,7,0.375,81-150,RF01852,100,0.9117647058823529,0.9393939393939394,0.9253731343283583,0.9248192759704623,3,31,1.0,0.9393939393939394,0.96875,0.9689680752701867,0.04337686567164167,0.04414879929972437
3AKZ|1|E,3akz,E,74,19,0,0.25675675675675674,30-80,RF00005,100,0.76,1.0,0.8636363636363636,0.8708040975364973,53,21,0.9047619047619048,1.0,0.9500000000000001,0.9508350081965036,0.08636363636363642,0.08003091066000623
3AM1|1|B,3am1,B,81,29,8,0.35802469135802467,81-150,RF01852,100,0.875,0.9655172413793104,0.9180327868852458,0.9183882619567713,2,29,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9652058119180833,0.047484454494064576,0.046817549961312044
3AMU|1|B,3amu,B,78,13,0,0.16666666666666666,30-80,RF00005,100,0.36,0.6923076923076923,0.47368421052631576,0.4963684511204082,26,21,0.6190476190476191,1.0,0.7647058823529412,0.7857425178439984,0.29102167182662547,0.2893740667235902
3CUL|1|C,3cul,C,90,20,0,0.2222222222222222,81-150,RF01684,100,0.5862068965517241,0.85,0.6938775510204082,0.7041814721656425,90,25,0.76,0.95,0.8444444444444444,0.8488918622204646,0.15056689342403629,0.1447103900548221
3D0U|1|A,3d0u,A,161,53,23,0.32919254658385094,151-300,RF00168,100,0.6730769230769231,0.660377358490566,0.6666666666666667,0.6653329564325818,1,52,0.6730769230769231,0.660377358490566,0.6666666666666667,0.6653329564325818,0.0,0.0
3D2V|1|A,3d2v,A,77,20,0,0.2597402597402597,30-80,RF00059,100,0.3684210526315789,0.35,0.358974358974359,0.3547947211214395,99,21,0.6190476190476191,0.65,0.6341463414634146,0.6317571758348862,0.27517198248905567,0.2769624547134467
3DHS|1|A,3dhs,A,215,61,7,0.2837209302325581,151-300,RF00011,100,0.6956521739130435,0.7868852459016393,0.7384615384615385,0.7391320839293571,70,68,0.7058823529411765,0.7868852459016393,0.7441860465116278,0.7445720993979266,0.005724508050089283,0.005440015468569426
3DIL|1|A,3dil,A,173,59,21,0.34104046242774566,151-300,RF00168,100,0.6896551724137931,0.6779661016949152,0.6837606837606838,0.6825375479135297,18,58,0.8103448275862069,0.7966101694915254,0.8034188034188032,0.802672406346383,0.11965811965811946,0.12013485843285332
3E5C|1|A,3e5c,A,52,15,0,0.28846153846153844,30-80,RF01767,100,0.6428571428571429,0.6,0.6206896551724138,0.6168760355073374,12,15,1.0,1.0,1.0,1.0,0.3793103448275862,0.3831239644926626
3EGZ|1|B,3egz,B,64,16,0,0.25,30-80,RF00220,100,0.9411764705882353,1.0,0.9696969696969697,0.9698999341957608,1,17,0.9411764705882353,1.0,0.9696969696969697,0.9698999341957608,0.0,0.0
3EPH|1|E,3eph,E,69,18,0,0.2608695652173913,30-80,RF00005,100,0.6071428571428571,0.9444444444444444,0.7391304347826088,0.7550751587235895,20,25,0.72,1.0,0.8372093023255813,0.8472514688959777,0.09807886754297257,0.09217631017238814
3F2X|1|X,3f2x,X,107,25,5,0.2336448598130841,81-150,RF00050,100,0.5172413793103449,0.6,0.5555555555555556,0.5549803616287361,99,24,0.625,0.6,0.6122448979591836,0.6106914369826028,0.056689342403627996,0.05571107535386666
3FOZ|1|D,3foz,D,69,15,5,0.21739130434782608,30-80,RF00005,100,0.56,0.9333333333333333,0.7000000000000001,0.7208494514673669,22,19,0.7368421052631579,0.9333333333333333,0.8235294117647058,0.8280933543198392,0.12352941176470578,0.10724390285247232
3GS5|1|C,3gs5,C,36,9,0,0.25,30-80,RF00173,100,0.7,0.7777777777777778,0.7368421052631577,0.7338728942841103,3,8,0.875,0.7777777777777778,0.823529411764706,0.822587881322548,0.08668730650154821,0.08871498703843772
3HHN|1|E,3hhn,E,136,34,11,0.25,81-150,RF00003,100,0.6222222222222222,0.8235294117647058,0.7088607594936709,0.7146482131785287,10,42,0.6666666666666666,0.8235294117647058,0.7368421052631577,0.7399049952079465,0.027981345769486854,0.025256782029417835
3IAB|1|R,3iab,R,46,12,0,0.2608695652173913,30-80,RF00234,100,0.8571428571428571,1.0,0.923076923076923,0.9249146520255962,5,12,1.0,1.0,1.0,1.0,0.07692307692307698,0.0750853479744038
3ICQ|1|E,3icq,E,61,12,2,0.19672131147540983,30-80,RF00005,100,0.42857142857142855,0.75,0.5454545454545454,0.5633532483161076,64,17,0.5882352941176471,0.8333333333333334,0.6896551724137931,0.6978653931462784,0.14420062695924774,0.13451214483017082
3IVK|1|M,3ivk,M,128,32,9,0.25,81-150,no_rfam_hit,100,0.7,0.875,0.7777777777777777,0.7816843632660218,15,39,0.717948717948718,0.875,0.7887323943661971,0.7917055260086325,0.010954616588419452,0.010021162742610779
3IVN|1|A,3ivn,A,69,22,9,0.3188405797101449,30-80,RF00167,100,0.8,0.9090909090909091,0.8510638297872342,0.8513342759359882,61,21,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.8828892329241734,0.032657100445323994,0.03155495698818522
3IWN|1|A,3iwn,A,93,25,0,0.26881720430107525,81-150,RF01051,100,0.7307692307692307,0.76,0.7450980392156863,0.7437148180020028,98,24,0.8333333333333334,0.8,0.816326530612245,0.8154408133877509,0.07122849139655874,0.07172599538574809
3J7R|1|S5,3j7r,S5,74,9,0,0.12162162162162163,30-80,RF00005,100,0.34782608695652173,0.8888888888888888,0.5,0.5539952998753187,21,20,0.4,0.8888888888888888,0.5517241379310346,0.5945103918953917,0.051724137931034586,0.040515092020072974
3J7R|1|S6,3j7r,S6,76,10,3,0.13157894736842105,30-80,RF00005,100,0.17857142857142858,0.5,0.2631578947368421,0.2949033565836667,84,18,0.2777777777777778,0.5,0.35714285714285715,0.36978734998999135,0.09398496240601506,0.07488399340632468
3J92|1|2,3j92,2,75,21,5,0.28,30-80,RF00005,100,1.0,0.9523809523809523,0.975609756097561,0.9757229425227255,1,20,1.0,0.9523809523809523,0.975609756097561,0.9757229425227255,0.0,0.0
3JAJ|1|4,3jaj,4,206,61,10,0.2961165048543689,151-300,RF00017,100,0.11764705882352941,0.13114754098360656,0.12403100775193798,0.12153507392985212,48,65,0.27692307692307694,0.29508196721311475,0.2857142857142857,0.28372274425512306,0.16168327796234772,0.16218767032527093
3JCS|1|3,3jcs,3,184,29,0,0.15760869565217392,151-300,RF02925,100,0.20754716981132076,0.3793103448275862,0.2682926829268293,0.2789301010968263,78,45,0.24444444444444444,0.3793103448275862,0.29729729729729726,0.30302037953513694,0.029004614370467974,0.02409027843831063
3JCS|1|5,3jcs,5,80,14,0,0.175,30-80,RF02561,100,0.13043478260869565,0.21428571428571427,0.16216216216216214,0.16245612308452745,39,20,0.4,0.5714285714285714,0.47058823529411764,0.4753536246443442,0.30842607313195547,0.31289750155981677
3K0J|1|E,3k0j,E,84,19,0,0.2261904761904762,81-150,RF00059,100,0.6296296296296297,0.8947368421052632,0.7391304347826088,0.7490134118289605,5,24,0.7916666666666666,1.0,0.8837209302325582,0.88911469986953,0.1445904954499494,0.14010128804056943
3KFU|1|L,3kfu,L,74,19,5,0.25675675675675674,30-80,RF00005,100,0.8571428571428571,0.9473684210526315,0.9,0.9003989249848233,7,20,0.9,0.9473684210526315,0.9230769230769231,0.9228257432080371,0.023076923076923106,0.022426818223213796
3KTW|1|C,3ktw,C,96,18,0,0.1875,81-150,RF01857,100,0.30303030303030304,0.5555555555555556,0.3921568627450981,0.40723807995294975,90,30,0.4,0.6666666666666666,0.5,0.5140074987059201,0.10784313725490191,0.10676941875297036
3LA5|1|A,3la5,A,71,24,9,0.3380281690140845,30-80,RF03165,100,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8317079777868075,2,23,0.9565217391304348,0.9166666666666666,0.9361702127659574,0.9357770034941161,0.10283687943262398,0.10406902570730858
3LQX|1|B,3lqx,B,48,15,0,0.3125,30-80,RF00169,100,1.0,1.0,1.0,1.0,1,15,1.0,1.0,1.0,1.0,0.0,0.0
3MXH|1|R,3mxh,R,91,23,3,0.25274725274725274,81-150,RF01051,100,0.25,0.2608695652173913,0.2553191489361702,0.25108043116705286,46,27,0.5185185185185185,0.6086956521739131,0.5599999999999999,0.5591287605986387,0.30468085106382975,0.30804832943158583
3NPQ|1|A,3npq,A,51,9,4,0.17647058823529413,30-80,RF01057,100,0.15384615384615385,0.2222222222222222,0.18181818181818185,0.17795190754666187,10,15,0.3333333333333333,0.5555555555555556,0.4166666666666667,0.4252218572592866,0.23484848484848483,0.2472699497126247
3OVB|1|C,3ovb,C,35,11,0,0.3142857142857143,30-80,RF00005,100,0.9166666666666666,1.0,0.9565217391304348,0.9566070415606768,21,11,1.0,1.0,1.0,1.0,0.04347826086956519,0.043392958439323226
3OXE|1|A,3oxe,A,86,25,0,0.29069767441860467,81-150,RF00504,100,0.92,0.92,0.92,0.9194490358126721,82,25,0.96,0.96,0.96,0.9597245179063361,0.039999999999999925,0.04027548209366394
3P49|1|A,3p49,A,169,15,0,0.08875739644970414,151-300,RF03166,100,0.20454545454545456,0.6,0.30508474576271183,0.34924074976446395,95,38,0.34210526315789475,0.8666666666666667,0.4905660377358491,0.5438436763422928,0.18548129197313729,0.19460292657782885
3PDR|1|X,3pdr,X,161,50,1,0.3105590062111801,151-300,RF00380,100,0.9019607843137255,0.92,0.9108910891089109,0.9105853548023366,12,47,1.0,0.94,0.9690721649484536,0.9694226395296184,0.058181075839542684,0.05883728472728178
3Q1Q|1|B,3q1q,B,341,104,15,0.30498533724340177,301-400,RF00010,100,0.6173913043478261,0.6826923076923077,0.6484018264840182,0.6485598474551915,58,87,0.7126436781609196,0.5961538461538461,0.649214659685864,0.651233543073999,0.0008128332018457751,0.002673695618807592
3Q1Q|1|C,3q1q,C,82,24,0,0.2926829268292683,81-150,RF00005,100,0.84,0.875,0.8571428571428572,0.8562625625860215,97,25,0.96,1.0,0.9795918367346939,0.9796472968398583,0.12244897959183665,0.12338473425383678
3Q3Z|1|V,3q3z,V,74,24,12,0.32432432432432434,30-80,RF01786,100,0.5217391304347826,0.5,0.5106382978723404,0.5064618775510857,31,27,0.6666666666666666,0.75,0.7058823529411765,0.7043318512506618,0.19524405506883613,0.19786997369957604
3R4F|1|A,3r4f,A,66,19,0,0.2878787878787879,30-80,RF00044,100,0.6363636363636364,0.7368421052631579,0.6829268292682926,0.68174658734153,56,22,0.8636363636363636,1.0,0.9268292682926829,0.9286644635146324,0.24390243902439024,0.24691787617310235
3RG5|1|B,3rg5,B,86,29,7,0.3372093023255814,81-150,RF01852,100,0.96,0.8275862068965517,0.888888888888889,0.8905495258748468,16,27,0.9629629629629629,0.896551724137931,0.9285714285714286,0.9286223133104856,0.03968253968253965,0.0380727874356388
